Feature Id,Feature Name,Mapper Class
43b5f98b-89a3-41a6-95e8-0786f1fa883f,office_1,URBANopt::Scenario::BaselineMapper
daaf69fe-f96d-43c4-a172-8592446f7281,office_2,URBANopt::Scenario::BaselineMapper
a02c9392-24fb-4927-9a27-b437670a935e,office_3,URBANopt::Scenario::BaselineMapper
a20e7631-a480-42b2-9c88-40a77efbb853,office_4,URBANopt::Scenario::BaselineMapper
8dd45e67-b163-41fb-9b4d-9f2487c56516,office_5,URBANopt::Scenario::BaselineMapper
61a40e47-a2c4-4641-adba-5ed682351eb2,office_6,URBANopt::Scenario::BaselineMapper
b12fc4fe-e0b8-4612-b785-5d0ddb9f68a8,office_7,URBANopt::Scenario::BaselineMapper
79c65ce5-64af-4762-a7b1-ab7d43bc739a,mixed use_1,URBANopt::Scenario::BaselineMapper
cec59f73-917a-49e0-9704-e1ca3d46ee63,mixed use_2,URBANopt::Scenario::BaselineMapper
58392009-8cff-4920-9ffd-45fda56bc814,mall_1,URBANopt::Scenario::BaselineMapper
ebf1024f-0c12-4426-8adb-943eb6c189c0,mall_2,URBANopt::Scenario::BaselineMapper
c913a28f-2405-4428-a6e8-9b92f25f149b,school_1,URBANopt::Scenario::BaselineMapper
14b66566-b811-4904-909b-216f536cefc3,school_2,URBANopt::Scenario::BaselineMapper
0f0b0990-77ed-4352-acf2-daa70e614e03,school_3,URBANopt::Scenario::BaselineMapper
86c0eb5d-af9c-4d2d-92d5-c111564171b0,school_4,URBANopt::Scenario::BaselineMapper
b2499f85-a385-40d0-9d54-996bd33ddd87,super market_1,URBANopt::Scenario::BaselineMapper
082e341a-b856-484a-ade5-515cb3f818e8,super market_2,URBANopt::Scenario::BaselineMapper
45a315d2-cfb9-45da-9ace-ca37b5faa5a9,super market_3,URBANopt::Scenario::BaselineMapper
9a7b9d91-4690-48e7-aed4-4d70f446b068,hospital_1,URBANopt::Scenario::BaselineMapper
e661e306-0a8d-4304-87cd-e575001147ff,hospital_2,URBANopt::Scenario::BaselineMapper
6a73b366-8b37-430d-96d6-bbceca47e84f,hospital_3,URBANopt::Scenario::BaselineMapper
8dc5a65a-5254-4e45-93ee-d9225458dfce,hospital_4,URBANopt::Scenario::BaselineMapper
0787c04c-b4d0-4a44-bc5c-c87c75558298,hospital_5,URBANopt::Scenario::BaselineMapper
adcbbfe9-7d53-4ae1-8361-82396489ab71,hospital_6,URBANopt::Scenario::BaselineMapper
150091d6-a9e8-45df-a18e-716d7e9aa21e,hospital_7,URBANopt::Scenario::BaselineMapper
50a231db-600b-4f15-bd83-79d469aee17d,restaurant_1,URBANopt::Scenario::BaselineMapper
e2e187eb-f3e7-4bb7-be85-ff0441e9d234,restaurant_2,URBANopt::Scenario::BaselineMapper
a4b1e912-bafb-41e6-ad45-8dce64137a31,restaurant_3,URBANopt::Scenario::BaselineMapper
b255ebca-2e53-42a7-a1dc-504d47be937a,restaurant_4,URBANopt::Scenario::BaselineMapper
9e9e3d64-abf8-4496-95f7-6be8cdb7898d,restaurant_5,URBANopt::Scenario::BaselineMapper
7ca5cdde-f67a-4a16-9a19-69e2a9135219,restaurant_6,URBANopt::Scenario::BaselineMapper
d626395c-16ed-4725-811d-bdcaddc63434,restaurant_7,URBANopt::Scenario::BaselineMapper
40d9c2b4-64a4-4600-a7d5-47b7a40f0c59,restaurant_8,URBANopt::Scenario::BaselineMapper
873b1928-1210-4924-9677-020c482e2d14,restaurant_9,URBANopt::Scenario::BaselineMapper
5789c049-7015-4d4b-a78e-5866dfecc047,restaurant_10,URBANopt::Scenario::BaselineMapper
0426526e-68b6-4fc3-b489-f284aafd77dd,restaurant_11,URBANopt::Scenario::BaselineMapper
e535d6a4-8ee4-4945-bf7d-53469f4ec5b5,restaurant_12,URBANopt::Scenario::BaselineMapper
f105e566-a25f-4175-b39c-e07acdbf3321,hotel_1,URBANopt::Scenario::BaselineMapper
937cca90-093b-4874-83dc-a5afb625938d,hotel_2,URBANopt::Scenario::BaselineMapper
0701f3da-c061-4607-83af-2ad6e8e7d686,res_6,URBANopt::Scenario::BaselineMapper
9941b83b-4855-4a13-8ce4-1b18502a7d6e,res_5,URBANopt::Scenario::BaselineMapper
1f66aed7-b07f-4861-8fd2-c02c59ab80f4,res_4,URBANopt::Scenario::BaselineMapper
1d5187c1-1858-4b20-82c3-65033bfc1a11,res_3,URBANopt::Scenario::BaselineMapper
1f1b4da3-5a00-42ae-a2d0-b75b4a435ea3,res_2,URBANopt::Scenario::BaselineMapper
69adb414-245a-4b75-8953-d4b52351d40a,res_1,URBANopt::Scenario::BaselineMapper
e7266e96-b14b-444d-aa60-c5563ecf671f,res_8,URBANopt::Scenario::BaselineMapper
c84e8e7f-8019-421a-ae42-dcf47573529d,res_9,URBANopt::Scenario::BaselineMapper
61345b76-b890-4ea4-84f1-e5561e635a1d,res_10,URBANopt::Scenario::BaselineMapper
ca2302cf-4415-4090-b36d-de8cfd195e80,res_11,URBANopt::Scenario::BaselineMapper
402f84d4-7164-4ef0-9c76-ae2130feda04,res_12,URBANopt::Scenario::BaselineMapper
eb5a67cb-5806-4b15-8884-a369dfac3288,res_13,URBANopt::Scenario::BaselineMapper
c0bd7c30-e7f2-4d55-b9ba-33b9e3d2ff95,res_14,URBANopt::Scenario::BaselineMapper
88c00b15-6d36-4261-98e4-88ae793d8f54,res_15,URBANopt::Scenario::BaselineMapper
c79efeb0-61f8-4545-97e3-899195e69265,res_16,URBANopt::Scenario::BaselineMapper
9f3fe205-12ee-4b15-be6e-be5219fecdb7,res_17,URBANopt::Scenario::BaselineMapper
61aa5271-425d-41c5-a9d8-73e834643f2f,res_18,URBANopt::Scenario::BaselineMapper
3f59c782-5f53-4e98-bc27-8f6db8fe88d7,res_19,URBANopt::Scenario::BaselineMapper
a96f1543-2712-448c-a1fc-4446b15f41ee,res_20,URBANopt::Scenario::BaselineMapper
17d2d7f1-2b7b-4a48-b823-3d73c52e59bc,res_21,URBANopt::Scenario::BaselineMapper
bbbf4134-4a09-46dd-bedc-c6b0df8c8e66,res_22,URBANopt::Scenario::BaselineMapper
6e6e9da8-119f-477d-be49-f1010d67cedb,res_23,URBANopt::Scenario::BaselineMapper
03c637bb-d233-47e5-ad08-698a324fc9d9,res_24,URBANopt::Scenario::BaselineMapper
a91458df-d886-47f5-9af4-cda6a055e6b5,res_25,URBANopt::Scenario::BaselineMapper
52a2ac1e-9a0b-4bf5-a7a7-6fb884509839,res_26,URBANopt::Scenario::BaselineMapper
24ba3caa-568b-4fc3-88bf-18487fadc14b,res_27,URBANopt::Scenario::BaselineMapper
fbb2c3c8-fd05-4096-a6ed-e1fec86ddcbb,res_28,URBANopt::Scenario::BaselineMapper
5675e002-fafe-4b26-b29d-b408e67b9cd8,res_29,URBANopt::Scenario::BaselineMapper
2271e84f-c8e9-4d5a-9ff4-5e56b9660641,res_30,URBANopt::Scenario::BaselineMapper
585b3aaa-e975-4eb9-b646-294cf692d8a8,res_31,URBANopt::Scenario::BaselineMapper
5abf34dd-3ec8-4d1c-b796-89ee48e98442,res_32,URBANopt::Scenario::BaselineMapper
9811950a-ec80-47c5-8708-d5c5557b2320,res_33,URBANopt::Scenario::BaselineMapper
3012f4f1-d2f6-4720-a0ea-f91f5cc30999,res_34,URBANopt::Scenario::BaselineMapper
7c7655a4-8c9a-421a-aa97-077a3a3aa403,res_35,URBANopt::Scenario::BaselineMapper
8af1f652-22a2-4fed-83ba-7d84b92431f4,res_36,URBANopt::Scenario::BaselineMapper
3356d40d-0fbb-41e3-a5a8-fa8b504527a1,res_37,URBANopt::Scenario::BaselineMapper
81399cd5-4da0-4f96-a8a6-5e9b0d9b0239,res_38,URBANopt::Scenario::BaselineMapper
5eedb5c5-9c88-4f12-ba3b-39541746a707,res_39,URBANopt::Scenario::BaselineMapper
ef83a0ad-2935-4434-9dc3-81bb227c8347,res_40,URBANopt::Scenario::BaselineMapper
f281e216-4faf-4c40-91be-c8a87e3bc23c,res_41,URBANopt::Scenario::BaselineMapper
4c19da84-a582-4c08-9f60-f3d75f301c36,res_42,URBANopt::Scenario::BaselineMapper
0f5745bc-b0e8-463a-9ec4-1a5acabdeab2,res_43,URBANopt::Scenario::BaselineMapper
393b8fe3-2307-4618-8c4b-5b49e8fad76a,res_44,URBANopt::Scenario::BaselineMapper
23e9cc76-e9e7-412a-966b-308bfc5ceb33,res_45,URBANopt::Scenario::BaselineMapper
4096e26a-a529-4bdf-9dc0-1a4c267db50a,res_46,URBANopt::Scenario::BaselineMapper
34cf617b-4574-4e68-b68c-75d74f17f9d9,res_47,URBANopt::Scenario::BaselineMapper
da69c3b8-3aff-43fb-98be-a12f283e86db,res_48,URBANopt::Scenario::BaselineMapper
b5758626-89ca-4736-8a51-0dcfa02704df,res_49,URBANopt::Scenario::BaselineMapper
7f54a990-9f30-4371-ab32-bc817d617afe,res_50,URBANopt::Scenario::BaselineMapper
9280413f-9b18-4481-9f5c-1539150cff46,res_51,URBANopt::Scenario::BaselineMapper
496e8dd2-cae1-4307-896a-16d446726b58,res_52,URBANopt::Scenario::BaselineMapper
46247531-303e-462f-bd2a-9c9b1ec4d327,res_53,URBANopt::Scenario::BaselineMapper
1361a2ab-4fd7-4c9c-a7c6-f60de2bff5eb,res_54,URBANopt::Scenario::BaselineMapper
acc74b15-8f91-4114-b369-615e1b82ef24,res_55,URBANopt::Scenario::BaselineMapper
dffed215-9398-42eb-9089-49a417513e4c,res_56,URBANopt::Scenario::BaselineMapper
4703a305-9b77-4641-a1b8-17e694ec230c,res_57,URBANopt::Scenario::BaselineMapper
e05ed9d9-ee32-4990-ab9f-26cba12d5324,res_58,URBANopt::Scenario::BaselineMapper
4bd8c811-8e36-46b4-9037-3cead9c9071e,res_59,URBANopt::Scenario::BaselineMapper
d9f392a0-2740-4973-b96c-2cdb5019c6e7,res_60,URBANopt::Scenario::BaselineMapper
735097f9-e1e7-4a13-9cc2-3ca29a87f43f,res_61,URBANopt::Scenario::BaselineMapper
18e422d1-b2a8-4020-b6b5-241083e537d2,res_62,URBANopt::Scenario::BaselineMapper
e990bd84-f611-4cab-a70c-6acb488d8fce,res_63,URBANopt::Scenario::BaselineMapper
62c49791-8745-4d2a-af01-75c35b4ef619,res_64,URBANopt::Scenario::BaselineMapper
2934c323-1e79-463c-a96d-2e6dc349ee6f,res_65,URBANopt::Scenario::BaselineMapper
90cd7506-9c39-4792-8617-a8a612b2b0a1,res_66,URBANopt::Scenario::BaselineMapper
67fefc3d-a77d-4db4-81c3-6b10870a7fc9,res_67,URBANopt::Scenario::BaselineMapper
feca02e4-3d54-4b28-8d65-ab60a0ab8152,res_68,URBANopt::Scenario::BaselineMapper
463c835b-05a3-4637-8be2-0ae7d8d8dfee,res_69,URBANopt::Scenario::BaselineMapper
7c10672b-b0f6-4799-8546-52221ac4fae8,res_70,URBANopt::Scenario::BaselineMapper
5bd47fc3-61a8-4dbc-a8f8-80bf12047c75,res_71,URBANopt::Scenario::BaselineMapper
46ecad32-d074-471a-a22e-34309a676d60,res_72,URBANopt::Scenario::BaselineMapper
be15c6c5-de1f-4ec4-a09f-ca1b3d2ad135,res_73,URBANopt::Scenario::BaselineMapper
b585b4a4-5303-4e3f-a5d6-630e8e5b9fa9,res_74,URBANopt::Scenario::BaselineMapper
832da2c2-7e52-48b2-b0dc-21fe9a24ef91,res_75,URBANopt::Scenario::BaselineMapper
801dfdb1-73c3-47bb-b9d3-a8d8d28394d6,res_76,URBANopt::Scenario::BaselineMapper
0ec92eb9-4704-4aad-9b2c-b440b23f47df,res_77,URBANopt::Scenario::BaselineMapper
7abc39a4-d1da-46c9-9543-757b4c3287e0,res_78,URBANopt::Scenario::BaselineMapper
f6bc1c8a-7896-432e-ab2d-073eada53f63,res_79,URBANopt::Scenario::BaselineMapper
96e3710b-d442-45fe-ba2d-f68482f1ebbe,res_80,URBANopt::Scenario::BaselineMapper
0c5e22df-c333-472b-841f-1650aac0f5be,res_81,URBANopt::Scenario::BaselineMapper
a35bd889-b5c7-4a28-98d3-1394ffa55b26,res_82,URBANopt::Scenario::BaselineMapper
95c70912-c6de-4a3d-8d12-0cc31dc6bd6c,res_83,URBANopt::Scenario::BaselineMapper
3aa6f2e0-211e-4058-8439-b72fd159daa8,res_84,URBANopt::Scenario::BaselineMapper
c0816f04-e2cd-4130-a09e-46f7c3c6f255,res_85,URBANopt::Scenario::BaselineMapper
b32ba91b-ee2e-4e1b-916d-34ed9c5e5427,res_86,URBANopt::Scenario::BaselineMapper
086dc1a7-7070-4b89-bd81-48dfe906dce4,res_87,URBANopt::Scenario::BaselineMapper
0d2fc7da-4639-48b0-9582-b6541190af18,res_88,URBANopt::Scenario::BaselineMapper
